Order,Family,Genus,species,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study,,,,,,,,,,,,,,
Rodentia,Octodontidae,Aconaemys,sagei,54,54,,XY,,Animal Karyotype Book,Gallardo and Mandaca 2002,,,,,,,,,,,,,,
Rodentia,Octodontidae,Octodon,degus,58,58,,XY,,Animal Karyotype Book,Spotorno et al. 1995,,,,,,,,,,,,,,
Rodentia,Octodontidae,Octodon,lunatus,78,78,,XY,,Animal Karyotype Book,Spotorno et al. 1995,,,,,,,,,,,,,,
Rodentia,Octodontidae,Spalacopus,cyanus,58,58,,XY,,Animal Karyotype Book,Spotorno et al. 1995,,,,,,,,,,,,,,
Rodentia,Octodontidae,Tympanoctomys,barrerae,102,102,,XY,,Animal Karyotype Book,Gallardo et al. 2004,,,,,,,,,,,,,,
Rodentia,Pedetidae,Pedetes,capensis,38,38,,XY,,Animal Karyotype Book,Graphodatsky et al. 2008b,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ammospermophilus,harrisii,32,32,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,citellus,40,40,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,minimus,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,sibiricus,38,38,,XY,,Blackmon,Graphodatsky and Sablina (Unpublished),,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,amoenus,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,ruficaudus,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Funambulus,pennantii,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Funambulus ,palmarum,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Funambulus ,tristriatus,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Glaucomys,volans,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Hylopetes ,alboniger alboniger,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Marmota,marmota,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Marmota,monax,38,38,,XY,,Blackmon,Beklemisheva and Perelman (Unpublished),,,,,,,,,,,,,,
Rodentia,Sciuridae,Menetes,berdmorei,62,62,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,albiventer,38,38,,XY,,Animal Karyotype Book,Li et al. 2006a,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,niger rufiventer,40,40,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus ,vulgaris,40,40,,XY,,Blackmon,Beklemisheva et al. 2011,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,alashanicus,38,38,,XY,,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished),,,,,,,,,,,,,,
Rodentia,Sciuridae,Urocitellus,beldingi,30,30,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,erythrogenys,36,36,,XY,,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished),,,,,,,,,,,,,,
Rodentia,Sciuridae,Urocitellus,richardsonii,34,34,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Urocitellus,undulatus,32,32,,XY,,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished),,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,philippinensis,38,38,,XY,,Animal Karyotype Book,Rickart 2003,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Marmota,himalayana,38,38,,XY,,Animal Karyotype Book 2020,Li et al. 2006a,,,,,,,,,,,,,,
Rodentia,Sciuridae,Marmota,baibacina,38,38,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011,,,,,,,,,,,,,,
Rodentia,Sciuridae,Marmota,baibacina kastschenkoi ,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,major,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,suslicus,34,34,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,pygmaeus,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Sciuridae,Ictidomys,tridecemlineatus,34,34,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2018,,,,,,,,,,,,,,
Rodentia,Sciuridae,Xerus,erythropus,38,38,,XY,,Animal Karyotype Book 2020,Li et al. 2006a,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,carolinensis,40,40,,XY,,Animal Karyotype Book 2020,Stanyon et al. 2003b,,,,,,,,,,,,,,
Rodentia,Spalacidae,Nannospalax,ehrenbergi,60,60,,XY,,Blackmon,Ivanitskaya and Nevo 1998,,,,,,,,,,,,,,
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,50,50,,XY,,Animal Karyotype Book,Aniskin et al. 1997b,,,,,,,,,,,,,,
Rodentia,Spalacidae,Tachyoryctes,splendens,48,48,,XY,,Animal Karyotype Book,Aniskin et al. 1997b,,,,,,,,,,,,,,
Rodentia,Thryonomyidae,Thryonomys,swinderianus,44,44,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008,,,,,,,,,,,,,,
Scandentia,Tupaiidae,Tupaia,belangeri,62,62,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Scandentia,Tupaiidae,Tupaia,chinensis,62,62,,XY,,Blackmon,,,,,,,,,,,,,,,
Scandentia,Tupaiidae,Tupaia,glis,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Scandentia,Tupaiidae,Tupaia,montana,68,68,,XY,,Blackmon,,,,,,,,,,,,,,,
Scandentia,Tupaiidae,Tupaia,minor,66,66,,XY,,Animal Karyotype Book 2020,Dumas et al. 2012,,,,,,,,,,,,,,
Sirenia,Trichechidae,Trichechus,manatus latirostris,48,48,,XY,,Animal Karyotype Book,Gray et al. 2002,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Sorex,araneus ,22,23,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Sorex,gemelleus,22,23,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Tubulidentata,Oryceteropodidae,Orycteropus,afer,20,20,,XY,,Blackmon,Yang et al. 2003a,,,,,,,,,,,,,,
